train_loss,train_acc,val_loss,val_acc
0.7238021492958069,0.5,0.7256408929824829,0.5
0.7275945544242859,0.5,0.7303071022033691,0.5
0.6870636343955994,0.5000119209289551,0.6875980496406555,0.5002498030662537
0.6858707070350647,0.5000119209289551,0.6862316727638245,0.5000832676887512
0.6834617853164673,0.5013084411621094,0.6840375661849976,0.5008326172828674
0.6814644932746887,0.5,0.6822295784950256,0.5
0.6754005551338196,0.6627572178840637,0.676056444644928,0.6572855710983276
0.6679545044898987,0.6729986667633057,0.6684899926185608,0.6691923141479492
0.6582988500595093,0.7319257855415344,0.6587938666343689,0.7319733500480652
0.6464728713035583,0.5,0.64697265625,0.5
0.6333184838294983,0.5,0.6337260007858276,0.5
0.6157929301261902,0.5006066560745239,0.6159499287605286,0.5005828738212585
0.5976253151893616,0.5089330077171326,0.5974973440170288,0.5099916458129883
0.579952597618103,0.5415487289428711,0.5795348882675171,0.5447127223014832
0.5632171034812927,0.6067919731140137,0.5623540878295898,0.6081598401069641
0.5442361235618591,0.6621624827384949,0.5431552529335022,0.665611982345581
0.5257886648178101,0.7185678482055664,0.5247869491577148,0.7193172574043274
0.5076233148574829,0.7222433686256409,0.5064244866371155,0.7227310538291931
0.49281132221221924,0.7228143215179443,0.49115586280822754,0.723730206489563
0.4829918146133423,0.7222909331321716,0.48105746507644653,0.7232306599617004
0.4755929708480835,0.7240870594978333,0.4737955927848816,0.7252289652824402
0.47110122442245483,0.7224217653274536,0.46963515877723694,0.7239800095558167
0.46948152780532837,0.7213274836540222,0.4682452976703644,0.7229808568954468
0.46999529004096985,0.7210776805877686,0.4687831699848175,0.7220649719238281
0.4721158742904663,0.7210657596588135,0.4709143042564392,0.7220649719238281
0.4743031859397888,0.7196502685546875,0.4732339084148407,0.7197335362434387
0.47582289576530457,0.7195789217948914,0.47495877742767334,0.7195670008659363
